rouge1_f,rouge2_f,rougeL_f,latency_sec,compression_ratio,repetition_rate,guid,top_k,article_char_len,reference_char_len,engine
0.39999999999999997,0.08602150537634408,0.2736842105263158,0.0008241000032285228,0.014084507042253521,0.0,16537,2,4686,219,tfidf
0.5660377358490566,0.26666666666666666,0.3018867924528302,0.00035879999632015824,0.20864756158873807,0.0,3330,2,1989,225,tfidf
0.52,0.12244897959183672,0.26,0.0002938999969046563,0.11716276124129196,0.0,12095,2,1579,121,tfidf
0.4666666666666667,0.10169491525423728,0.21666666666666665,0.00034750001213978976,0.119870908252651,0.05882352941176472,18544,2,2169,124,tfidf
0.6352941176470588,0.12048192771084337,0.2823529411764706,0.00022610000451095402,0.1186966640806827,0.03125,10814,2,1289,124,tfidf
0.6147540983606558,0.2066115702479339,0.30327868852459017,0.0008099999977275729,0.09160613397901533,0.013157894736842146,17255,2,4956,262,tfidf
0.41111111111111104,0.12359550561797751,0.26666666666666666,0.0004842999915126711,0.12585034013605442,0.0,20839,2,2940,153,tfidf
0.38636363636363635,0.06976744186046512,0.22727272727272727,0.00024539999139960855,0.07728337236533958,0.0,564,2,1281,153,tfidf
0.3297872340425532,0.18279569892473121,0.22340425531914893,0.00023419999342877418,0.34576757532281205,0.024691358024691357,9455,2,1394,138,tfidf
0.556390977443609,0.16793893129770993,0.3609022556390978,0.00025749999622348696,0.18699780861943024,0.022222222222222254,5584,2,1369,177,tfidf
0.5569620253164557,0.23376623376623376,0.32911392405063294,0.0004754999972647056,0.055347091932457786,0.0,21243,2,2132,107,tfidf
0.49635036496350365,0.13333333333333333,0.2627737226277373,0.0006496999994851649,0.08623693379790941,0.0,18822,2,3444,164,tfidf
0.5040650406504066,0.1487603305785124,0.2764227642276423,0.00029630000062752515,0.1325390915860015,0.0,16323,2,1343,199,tfidf
0.5285714285714286,0.11594202898550725,0.2857142857142857,0.0003186999965691939,0.1257685858021241,0.0,14310,2,1789,180,tfidf
0.425531914893617,0.10869565217391304,0.23404255319148937,0.0004212000058032572,0.08348457350272233,0.0,12337,2,2204,126,tfidf
0.448,0.09756097560975609,0.24000000000000002,0.0007503999950131401,0.06292134831460675,0.0,12907,2,4005,106,tfidf
0.5562913907284768,0.12080536912751678,0.3443708609271523,0.0007219999970402569,0.06380974805745232,0.0,21303,2,4247,212,tfidf
0.47798742138364775,0.08917197452229299,0.25157232704402516,0.00038940001104492694,0.15046296296296297,0.0,9511,2,2160,132,tfidf
0.5737704918032787,0.08333333333333333,0.2786885245901639,0.0005203000036999583,0.07745961820851689,0.0,3583,2,2724,166,tfidf
0.5945945945945946,0.08333333333333333,0.27027027027027023,0.0002784999960567802,0.07890365448504984,0.0,72,2,1204,132,tfidf
0.4134615384615385,0.1650485436893204,0.2692307692307692,0.0004501000075833872,0.20787850023730423,0.026666666666666616,5385,2,2107,177,tfidf
0.5190839694656489,0.12403100775193798,0.27480916030534347,0.00037969999539200217,0.1786723163841808,0.0,16946,2,1416,148,tfidf
0.23188405797101452,0.029850746268656716,0.14492753623188406,0.0008323000074597076,0.00762592815572948,0.0,15686,2,4983,154,tfidf
